event_id,retry_pre_attempted,pre_status,attempts_pre,retry_post_attempted,post_status,attempts_post,overall_status,is_real_cdse_data,error_category,timestamp
FIRMS_TN_0527,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:51:23Z
FIRMS_TN_0528,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:51:25Z
FIRMS_TN_0529,False,MISSING_PRODUCT,0,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:27Z
FIRMS_TN_0530,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:30Z
FIRMS_TN_0531,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:34Z
FIRMS_TN_0532,False,MISSING_PRODUCT,0,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:36Z
FIRMS_TN_0533,True,CLOUD_REJECTED,1,False,MISSING_PRODUCT,0,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:37Z
FIRMS_TN_0534,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:51:39Z
FIRMS_TN_0536,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:43Z
FIRMS_TN_0537,True,REAL_CDSE_SUCCESS,1,True,CLOUD_REJECTED,1,PARTIAL_PRE_ONLY,True,,2026-09-05T17:51:46Z
FIRMS_TN_0538,True,REAL_CDSE_SUCCESS,1,True,REAL_CDSE_SUCCESS,1,REAL_CDSE_SUCCESS,True,,2026-09-05T17:51:50Z
FIRMS_TN_0539,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:51:54Z
FIRMS_TN_0540,True,REAL_CDSE_SUCCESS,1,False,MISSING_PRODUCT,0,PARTIAL_PRE_ONLY,True,,2026-09-05T17:51:55Z
FIRMS_TN_0541,True,REAL_CDSE_SUCCESS,1,True,REAL_CDSE_SUCCESS,1,REAL_CDSE_SUCCESS,True,,2026-09-05T17:51:59Z
FIRMS_TN_0542,False,MISSING_PRODUCT,0,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:52:01Z
FIRMS_TN_0543,True,REAL_CDSE_SUCCESS,1,True,REAL_CDSE_SUCCESS,1,REAL_CDSE_SUCCESS,True,,2026-09-05T17:52:05Z
FIRMS_TN_0544,True,REAL_CDSE_SUCCESS,1,False,MISSING_PRODUCT,0,PARTIAL_PRE_ONLY,True,,2026-09-05T17:52:06Z
FIRMS_TN_0545,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:52:08Z
FIRMS_TN_0546,True,REAL_CDSE_SUCCESS,1,True,REAL_CDSE_SUCCESS,1,REAL_CDSE_SUCCESS,True,,2026-09-05T17:52:12Z
FIRMS_TN_0547,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:52:14Z
FIRMS_TN_0548,True,CLOUD_REJECTED,1,True,CLOUD_REJECTED,1,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:52:17Z
FIRMS_TN_0549,True,CLOUD_REJECTED,1,False,MISSING_PRODUCT,0,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:52:19Z
FIRMS_TN_0550,True,CLOUD_REJECTED,1,False,MISSING_PRODUCT,0,CLOUD_REJECTED,True,CLOUD_REJECTED,2026-09-05T17:52:21Z
FIRMS_TN_0551,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:52:23Z
FIRMS_TN_0552,True,CLOUD_REJECTED,1,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:52:27Z
FIRMS_TN_0553,False,MISSING_PRODUCT,0,True,REAL_CDSE_SUCCESS,1,PARTIAL_POST_ONLY,True,,2026-09-05T17:52:29Z
