latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,satellite_source,row_id,landcover_code,landcover_class,osm_coverage_status,distance_to_facility_m,distance_to_facility_km,nearest_facility_osm_id,nearest_facility_osm_type,nearest_facility_name,nearest_facility_type,nearest_facility_category,nearest_facility_tier,near_industrial_500m,near_industrial_1000m,near_industrial_2000m,near_industrial_5000m,near_industrial_10000m,distance_to_higher_relevance_m,distance_to_higher_relevance_km,nearest_hr_osm_id,nearest_hr_name,nearest_hr_category,near_higher_relevance_500m,near_higher_relevance_1000m,near_higher_relevance_2000m,near_higher_relevance_5000m,near_higher_relevance_10000m,distance_to_general_context_m
11.93054,79.0218,331.38,0.39,0.36,2024-12-20,805,N,VIIRS,n,2.0NRT,296.37,2.48,D,VIIRS_SUOMI_NPP,473,40,Cropland,COVERED,3079.845860992677,3.079845860992677,342137009,way,Ariyalur,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,15666.322364229638,15.666322364229638,4938983210,Kallakurichi Coop Sugar Mills,Manufacturing & Industrial Works,0,0,0,0,0,19004.25942052461
13.3918,80.10139,312.89,0.4,0.37,2024-12-21,2018,N,VIIRS,n,2.0NRT,294.76,1.55,N,VIIRS_SUOMI_NPP,474,30,Grassland,FAILED_TILE,137382.52736110994,137.38252736110994,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,138950.40660760787,138.95040660760787,1026841614,,Mining & Quarry,0,0,0,0,0,137382.52736110994
11.94577,78.98011,329.31,0.35,0.57,2024-12-22,726,N,VIIRS,n,2.0NRT,286.27,2.98,D,VIIRS_SUOMI_NPP,475,10,Tree cover,COVERED,3277.888271834174,3.2778882718341738,342137009,way,Ariyalur,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,13020.291346671507,13.020291346671508,4938983210,Kallakurichi Coop Sugar Mills,Manufacturing & Industrial Works,0,0,0,0,0,23285.482575662198
13.39238,80.10198,307.97,0.47,0.39,2024-12-22,1959,N,VIIRS,n,2.0NRT,293.78,1.16,N,VIIRS_SUOMI_NPP,476,30,Grassland,FAILED_TILE,137454.34601791494,137.45434601791493,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,139029.61719509563,139.02961719509562,1026841614,,Mining & Quarry,0,0,0,0,0,137454.34601791494
11.48374,77.36877,346.95,0.41,0.61,2024-12-23,847,N,VIIRS,n,2.0NRT,293.24,3.22,D,VIIRS_SUOMI_NPP,477,40,Cropland,COVERED,3445.295024767323,3.445295024767323,337856917,way,Thuckanaickenpalayam,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,11028.08862807511,11.028088628075109,1440947503,Coirmedia,Manufacturing & Industrial Works,0,0,0,0,0,6057.774042421636
11.48662,77.3672,367.0,0.41,0.61,2024-12-23,847,N,VIIRS,h,2.0NRT,293.65,8.34,D,VIIRS_SUOMI_NPP,478,10,Tree cover,COVERED,3168.492785063283,3.168492785063283,337856917,way,Thuckanaickenpalayam,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,11267.727297648215,11.267727297648214,1440947503,Coirmedia,Manufacturing & Industrial Works,0,0,0,0,0,6072.228149022978
11.48707,77.37101,332.03,0.41,0.61,2024-12-23,847,N,VIIRS,n,2.0NRT,293.49,9.93,D,VIIRS_SUOMI_NPP,479,40,Cropland,COVERED,3042.5972996731334,3.0425972996731336,337856917,way,Thuckanaickenpalayam,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,10877.714845559241,10.877714845559241,1440947503,Coirmedia,Manufacturing & Industrial Works,0,0,0,0,0,6452.958501987757
11.38817,77.17683,332.85,0.38,0.44,2024-12-24,828,N,VIIRS,n,2.0NRT,304.41,1.32,D,VIIRS_SUOMI_NPP,480,40,Cropland,FAILED_TILE,14738.154481416579,14.73815448141658,1220446723,way,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,14738.154481416579,14.73815448141658,1220446723,,Power Plant,0,0,0,0,0,14860.23577254634
10.21246,77.85556,343.2,0.41,0.45,2024-12-24,828,N,VIIRS,n,2.0NRT,302.09,4.68,D,VIIRS_SUOMI_NPP,481,10,Tree cover,COVERED,4512.665545844232,4.512665545844232,906795405,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,1,1,6048.978643491317,6.048978643491317,1264199856,,Power Plant,0,0,0,0,1,4512.665545844232
10.06075,77.48013,334.83,0.39,0.44,2024-12-24,828,N,VIIRS,n,2.0NRT,299.36,3.24,D,VIIRS_SUOMI_NPP,482,10,Tree cover,COVERED,1422.867053212318,1.422867053212318,1509435064,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,1,1,1,8153.057465789899,8.1530574657899,977532855,,Mining & Quarry,0,0,0,0,1,1422.867053212318
9.78438,77.42071,331.52,0.57,0.43,2024-12-24,828,N,VIIRS,n,2.0NRT,303.34,1.82,D,VIIRS_SUOMI_NPP,483,40,Cropland,COVERED,1861.0861299037788,1.8610861299037789,9101497944,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,1,1,1,1861.0861299037788,1.8610861299037789,9101497944,,Power Plant,0,0,1,1,1,18014.739114454627
13.16129,80.28079,303.72,0.6,0.71,2024-12-24,1921,N,VIIRS,n,2.0NRT,287.44,1.6,N,VIIRS_SUOMI_NPP,484,50,Built-up,FAILED_TILE,116498.53129287461,116.49853129287462,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122154.04616297643,122.15404616297643,1026841614,,Mining & Quarry,0,0,0,0,0,116498.53129287461
12.6902,77.94789,298.72,0.44,0.63,2024-12-24,2101,N,VIIRS,n,2.0NRT,288.36,0.52,N,VIIRS_SUOMI_NPP,485,30,Grassland,FAILED_TILE,59665.80284264241,59.665802842642414,425335457,way,Palavadi,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,75925.33295889685,75.92533295889685,1536206840,HPCL Dharmapuri Terminal,"Oil, Gas & Chemical",0,0,0,0,0,67510.37295344574
9.18193,78.44804,331.75,0.39,0.36,2024-12-25,809,N,VIIRS,l,2.0NRT,302.63,1.9,D,VIIRS_SUOMI_NPP,486,20,Shrubland,COVERED,4878.749208795854,4.878749208795854,1095203400,way,IOCL,Chemical,"Oil, Gas & Chemical",HIGHER_RELEVANCE,0,0,0,1,1,4878.749208795854,4.878749208795854,1095203400,IOCL,"Oil, Gas & Chemical",0,0,0,1,1,21459.283064301773
9.85774,77.33888,336.26,0.38,0.36,2024-12-25,809,N,VIIRS,n,2.0NRT,307.18,3.26,D,VIIRS_SUOMI_NPP,487,30,Grassland,COVERED,1751.5116911688228,1.7515116911688229,9101497939,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,1,1,1,1751.5116911688228,1.7515116911688229,9101497939,,Power Plant,0,0,1,1,1,15264.607097632846
11.38649,77.14317,341.97,0.38,0.36,2024-12-25,809,N,VIIRS,n,2.0NRT,304.31,3.75,D,VIIRS_SUOMI_NPP,488,40,Cropland,FAILED_TILE,16800.38493864228,16.80038493864228,17338131,relation,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,16800.38493864228,16.80038493864228,17338131,,Power Plant,0,0,0,0,0,17677.08635988016
9.18541,78.61312,331.38,0.49,0.4,2024-12-26,750,N,VIIRS,n,2.0NRT,297.13,2.53,D,VIIRS_SUOMI_NPP,489,60,Bare/sparse vegetation,COVERED,2115.504970736605,2.1155049707366054,385335088,way,Valinokam,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,8707.944291334392,8.707944291334393,17337881,,Power Plant,0,0,0,0,1,21923.43303405657
11.8161,77.91463,303.33,0.48,0.4,2024-12-27,2006,N,VIIRS,n,2.0NRT,290.44,0.72,N,VIIRS_SUOMI_NPP,490,50,Built-up,COVERED,428.14787994085907,0.42814787994085907,876239837,way,JSW Steel Plant,Manufacturing,Steel / Metallurgy,HIGHER_RELEVANCE,1,1,1,1,1,428.14787994085907,0.42814787994085907,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1490.878170702342
11.81118,77.92284,303.71,0.48,0.4,2024-12-27,2006,N,VIIRS,n,2.0NRT,291.55,1.24,N,VIIRS_SUOMI_NPP,491,50,Built-up,COVERED,505.52792652144336,0.5055279265214434,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,1,1,1,1,624.507751856188,0.6245077518561879,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2318.0351628063127
13.08174,79.97926,310.44,0.41,0.37,2024-12-27,2006,N,VIIRS,n,2.0NRT,293.82,1.41,N,VIIRS_SUOMI_NPP,492,60,Bare/sparse vegetation,FAILED_TILE,101941.45440053902,101.94145440053902,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,102256.3678505108,102.2563678505108,1026841614,,Mining & Quarry,0,0,0,0,0,101941.45440053902
12.99953,79.90663,329.01,0.48,0.48,2024-12-28,1949,N,VIIRS,n,2.0NRT,291.28,3.74,N,VIIRS_SUOMI_NPP,493,20,Shrubland,FAILED_TILE,91698.6325982306,91.6986325982306,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,91698.6325982306,91.6986325982306,1026841614,,Mining & Quarry,0,0,0,0,0,92843.27113624917
9.18301,78.57902,331.26,0.56,0.52,2024-12-29,834,N,VIIRS,n,2.0NRT,296.26,4.45,D,VIIRS_SUOMI_NPP,494,10,Tree cover,COVERED,5179.574089377101,5.179574089377101,1537121520,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,1,5287.150935183922,5.287150935183922,17337881,,Power Plant,0,0,0,0,1,20736.810262876534
11.08905,78.05498,332.23,0.44,0.38,2024-12-30,815,N,VIIRS,n,2.0NRT,293.97,3.3,D,VIIRS_SUOMI_NPP,495,10,Tree cover,COVERED,4132.232637611704,4.132232637611704,338030175,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,7616.028404099826,7.616028404099826,947395686,Kagithapuram Mill Power Station,Power Plant,0,0,0,0,1,5261.695748959653
11.81181,77.92474,306.72,0.57,0.52,2024-12-30,2050,N,VIIRS,n,2.0NRT,291.29,2.74,N,VIIRS_SUOMI_NPP,496,50,Built-up,COVERED,597.2176145423738,0.5972176145423738,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,1,1,1,1,771.3544979703341,0.7713544979703342,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2522.847234269151
12.64716,77.85314,303.28,0.54,0.51,2024-12-30,2050,N,VIIRS,n,2.0NRT,284.02,0.58,N,VIIRS_SUOMI_NPP,497,30,Grassland,FAILED_TILE,57578.52017924884,57.578520179248834,386095154,way,Pennagaram,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,71165.7249338421,71.1657249338421,1003159749,,Power Plant,0,0,0,0,0,66797.27216381844
13.15957,80.2869,302.87,0.38,0.59,2024-12-30,2050,N,VIIRS,n,2.0NRT,289.76,0.79,N,VIIRS_SUOMI_NPP,498,10,Tree cover,FAILED_TILE,116524.88695727586,116.52488695727585,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122293.17056537034,122.29317056537035,1026841614,,Mining & Quarry,0,0,0,0,0,116524.88695727586
13.39337,80.10251,301.17,0.37,0.58,2024-12-30,2050,N,VIIRS,n,2.0NRT,285.01,0.36,N,VIIRS_SUOMI_NPP,499,30,Grassland,FAILED_TILE,137570.63331823653,137.57063331823653,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,139151.02847090605,139.15102847090606,1026841614,,Mining & Quarry,0,0,0,0,0,137570.63331823653
11.80905,77.92311,331.86,0.42,0.37,2024-12-31,758,N,VIIRS,l,2.0NRT,306.36,2.27,D,VIIRS_SUOMI_NPP,500,50,Built-up,COVERED,267.25223697024444,0.2672522369702444,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,806.7013787363704,0.8067013787363704,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2369.3450861386154
12.24608,77.47054,330.06,0.43,0.38,2024-12-31,758,N,VIIRS,l,2.0NRT,303.78,3.6,D,VIIRS_SUOMI_NPP,501,20,Shrubland,FAILED_TILE,14184.353437436328,14.184353437436329,13570496,relation,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,14184.353437436328,14.184353437436329,13570496,,Power Plant,0,0,0,0,0,53091.1801893091
12.26136,77.4766,337.7,0.43,0.38,2024-12-31,758,N,VIIRS,n,2.0NRT,301.63,3.13,D,VIIRS_SUOMI_NPP,502,10,Tree cover,FAILED_TILE,15772.590804511188,15.772590804511188,1467381349,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,15786.659308740285,15.786659308740285,13570496,,Power Plant,0,0,0,0,0,52020.90414386564
12.73766,77.7874,345.14,0.41,0.37,2024-12-31,758,N,VIIRS,n,2.0NRT,300.05,4.81,D,VIIRS_SUOMI_NPP,503,50,Built-up,FAILED_TILE,59595.31427609683,59.595314276096836,1134097095,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,61636.24954375321,61.63624954375321,971761880,,Mining & Quarry,0,0,0,0,0,62919.724528286664
13.26257,79.65422,332.18,0.38,0.36,2024-12-31,758,N,VIIRS,n,2.0NRT,300.73,1.57,D,VIIRS_SUOMI_NPP,504,10,Tree cover,FAILED_TILE,120098.25433429207,120.09825433429206,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,120098.25433429207,120.09825433429206,1026841614,,Mining & Quarry,0,0,0,0,0,126053.97695453513
12.35046,80.01983,308.33,0.56,0.43,2024-12-31,2031,N,VIIRS,n,2.0NRT,292.87,0.45,N,VIIRS_SUOMI_NPP,505,40,Cropland,FAILED_TILE,22037.338707131545,22.037338707131546,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,33574.143915996276,33.574143915996274,1026841614,,Mining & Quarry,0,0,0,0,0,22037.338707131545
13.06525,80.18826,303.81,0.56,0.43,2024-12-31,2031,N,VIIRS,n,2.0NRT,293.73,0.59,N,VIIRS_SUOMI_NPP,506,40,Cropland,FAILED_TILE,103416.5072183708,103.4165072183708,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,108118.36137606473,108.11836137606473,1026841614,,Mining & Quarry,0,0,0,0,0,103416.5072183708
11.77809,77.72276,304.24,0.44,0.38,2024-12-31,2031,N,VIIRS,n,2.0NRT,291.62,0.75,N,VIIRS_SUOMI_NPP,507,40,Cropland,COVERED,5979.356113083448,5.979356113083448,876239831,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,1,5979.356113083448,5.979356113083448,876239831,,Mining & Quarry,0,0,0,0,1,9219.501732652057
11.80982,77.92365,304.84,0.45,0.39,2024-12-31,2031,N,VIIRS,n,2.0NRT,294.6,1.01,N,VIIRS_SUOMI_NPP,508,10,Tree cover,COVERED,355.6773585527705,0.3556773585527705,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,787.9392817552564,0.7879392817552564,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2417.138149883097
13.16059,80.28819,306.36,0.57,0.43,2024-12-31,2031,N,VIIRS,n,2.0NRT,294.14,1.17,N,VIIRS_SUOMI_NPP,509,10,Tree cover,FAILED_TILE,116676.78348421336,116.67678348421336,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,122458.83176256511,122.45883176256511,1026841614,,Mining & Quarry,0,0,0,0,0,116676.78348421336
10.92962,77.06595,302.5,0.42,0.38,2024-12-31,2031,N,VIIRS,n,2.0NRT,290.24,0.4,N,VIIRS_SUOMI_NPP,510,30,Grassland,FAILED_TILE,20116.715807999964,20.116715807999963,3449174406,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,20116.715807999964,20.116715807999963,3449174406,,Power Plant,0,0,0,0,0,21062.177367396216
12.35442,80.02054,304.49,0.56,0.43,2024-12-31,2031,N,VIIRS,n,2.0NRT,293.05,0.61,N,VIIRS_SUOMI_NPP,511,30,Grassland,FAILED_TILE,22476.139341047437,22.47613934104744,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,33878.26615192593,33.87826615192593,1026841614,,Mining & Quarry,0,0,0,0,0,22476.139341047437
11.1818,79.09956,306.75,0.52,0.41,2024-12-31,2031,N,VIIRS,n,2.0NRT,293.35,1.06,N,VIIRS_SUOMI_NPP,512,50,Built-up,COVERED,420.3323478308147,0.4203323478308147,340697977,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,749.1646838010165,0.7491646838010165,1468887795,,Power Plant,0,1,1,1,1,744.3903835233873
12.35191,80.02312,313.69,0.56,0.43,2024-12-31,2031,N,VIIRS,n,2.0NRT,291.86,0.83,N,VIIRS_SUOMI_NPP,513,10,Tree cover,FAILED_TILE,22317.913879759515,22.317913879759516,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,33962.06739722142,33.96206739722142,1026841614,,Mining & Quarry,0,0,0,0,0,22317.913879759515
13.03009,79.9235,308.28,0.38,0.36,2025-01-01,2012,N,VIIRS,n,2.0NRT,285.59,0.34,N,VIIRS_SUOMI_NPP,514,10,Tree cover,FAILED_TILE,95370.73471760958,95.37073471760958,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,95370.73471760958,95.37073471760958,1026841614,,Mining & Quarry,0,0,0,0,0,96171.81991009544
13.02678,79.92296,304.66,0.38,0.36,2025-01-01,2012,N,VIIRS,n,2.0NRT,284.79,0.34,N,VIIRS_SUOMI_NPP,515,10,Tree cover,FAILED_TILE,94998.22887195967,94.99822887195967,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,94998.22887195967,94.99822887195967,1026841614,,Mining & Quarry,0,0,0,0,0,95805.47141444792
13.44642,80.09644,303.51,0.38,0.36,2025-01-01,2012,N,VIIRS,n,2.0NRT,292.82,0.32,N,VIIRS_SUOMI_NPP,516,10,Tree cover,FAILED_TILE,143350.74835955506,143.35074835955507,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,144675.71228954708,144.67571228954708,1026841614,,Mining & Quarry,0,0,0,0,0,143350.74835955506
13.39118,80.10189,310.36,0.38,0.36,2025-01-01,2012,N,VIIRS,n,2.0NRT,292.64,0.96,N,VIIRS_SUOMI_NPP,517,30,Grassland,FAILED_TILE,137320.72517592894,137.32072517592894,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,138898.44579978363,138.89844579978362,1026841614,,Mining & Quarry,0,0,0,0,0,137320.72517592894
13.39176,80.07661,303.4,0.38,0.36,2025-01-01,2012,N,VIIRS,n,2.0NRT,292.07,0.38,N,VIIRS_SUOMI_NPP,518,10,Tree cover,FAILED_TILE,137076.55522746925,137.07655522746924,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,138253.99257014666,138.25399257014666,1026841614,,Mining & Quarry,0,0,0,0,0,137076.55522746925
10.5693,77.56763,299.53,0.41,0.37,2025-01-01,2014,N,VIIRS,n,2.0NRT,288.15,0.22,N,VIIRS_SUOMI_NPP,519,30,Grassland,COVERED,1787.1464901272766,1.7871464901272767,986360596,way,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,1,1,1,1787.1464901272766,1.7871464901272767,986360596,,Power Plant,0,0,1,1,1,13187.31788269273
10.50231,78.77765,301.26,0.39,0.36,2025-01-01,2014,N,VIIRS,n,2.0NRT,290.91,0.55,N,VIIRS_SUOMI_NPP,520,50,Built-up,COVERED,2249.351752156727,2.249351752156727,175584075,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,1,1,2249.351752156727,2.249351752156727,175584075,,Mining & Quarry,0,0,0,1,1,6242.724125031496
10.92976,77.06351,305.17,0.43,0.38,2025-01-01,2014,N,VIIRS,n,2.0NRT,290.0,0.86,N,VIIRS_SUOMI_NPP,521,40,Cropland,FAILED_TILE,20383.323244292827,20.38332324429283,3449174406,node,,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,0,0,20383.323244292827,20.38332324429283,3449174406,,Power Plant,0,0,0,0,0,21313.062892030815
11.36123,79.23216,304.63,0.39,0.36,2025-01-01,2014,N,VIIRS,n,2.0NRT,293.62,0.6,N,VIIRS_SUOMI_NPP,522,50,Built-up,COVERED,507.5082326742411,0.5075082326742412,340479233,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,1,1,1,1,518.6886667316061,0.5186886667316061,93323695,Ramco Cements,Cement & Construction Materials,0,1,1,1,1,14812.083252326898
11.80925,77.92265,306.43,0.41,0.37,2025-01-01,2014,N,VIIRS,n,2.0NRT,294.62,1.42,N,VIIRS_SUOMI_NPP,523,10,Tree cover,COVERED,295.8200807898517,0.2958200807898517,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,757.2236461069562,0.7572236461069561,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2316.6718639400424
11.81723,77.91619,328.89,0.41,0.37,2025-01-01,2014,N,VIIRS,n,2.0NRT,292.56,2.82,N,VIIRS_SUOMI_NPP,524,50,Built-up,COVERED,360.06439986185734,0.36006439986185734,340479236,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,375.54805562755195,0.37554805562755195,876239837,JSW Steel Plant,Steel / Metallurgy,1,1,1,1,1,1691.933493566209
10.9532,79.16271,331.17,0.45,0.63,2025-01-02,720,N,VIIRS,n,2.0NRT,293.74,4.8,D,VIIRS_SUOMI_NPP,525,50,Built-up,COVERED,5725.1302050298145,5.7251302050298145,1078863162,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,1,5725.1302050298145,5.7251302050298145,1078863162,,Mining & Quarry,0,0,0,0,1,14426.400176070503
12.38014,79.09187,343.87,0.43,0.62,2025-01-02,720,N,VIIRS,n,2.0NRT,289.05,4.66,D,VIIRS_SUOMI_NPP,526,40,Cropland,FAILED_TILE,27139.823512584695,27.139823512584694,342136913,way,Rajanthangal,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,0,34132.12627842833,34.13212627842833,995868195,,Power Plant,0,0,0,0,0,46403.34940910276
12.8479,79.90363,310.46,0.39,0.59,2025-01-03,1934,N,VIIRS,n,2.0NRT,291.36,1.06,N,VIIRS_SUOMI_NPP,527,10,Tree cover,FAILED_TILE,75084.55192427879,75.08455192427878,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,75084.55192427879,75.08455192427878,1026841614,,Mining & Quarry,0,0,0,0,0,76025.24999018264
12.85339,79.90439,311.31,0.39,0.59,2025-01-03,1934,N,VIIRS,n,2.0NRT,291.57,1.01,N,VIIRS_SUOMI_NPP,528,30,Grassland,FAILED_TILE,75698.79938660146,75.69879938660146,1026841614,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,0,0,0,0,0,75698.79938660146,75.69879938660146,1026841614,,Mining & Quarry,0,0,0,0,0,76629.52353448575
13.15899,80.2822,303.53,0.37,0.58,2025-01-03,1934,N,VIIRS,n,2.0NRT,292.6,1.72,N,VIIRS_SUOMI_NPP,529,10,Tree cover,FAILED_TILE,116303.27434581201,116.30327434581201,202465563,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,0,0,0,121998.48951021151,121.99848951021151,1026841614,,Mining & Quarry,0,0,0,0,0,116303.27434581201
11.80855,77.92345,300.86,0.51,0.66,2025-01-03,1936,N,VIIRS,n,2.0NRT,290.69,1.3,N,VIIRS_SUOMI_NPP,530,50,Built-up,COVERED,212.84597573036524,0.21284597573036523,340479189,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,1,1,1,1,1,872.9141270227976,0.8729141270227976,876239837,JSW Steel Plant,Steel / Metallurgy,0,1,1,1,1,2414.395604817802
9.18218,78.58096,333.08,0.53,0.42,2025-01-04,822,N,VIIRS,n,2.0NRT,300.37,3.79,D,VIIRS_SUOMI_NPP,531,40,Cropland,COVERED,5306.177260966642,5.306177260966642,1537121520,way,,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,0,1,5409.911933982044,5.409911933982044,17337881,,Power Plant,0,0,0,0,1,20890.08514458041
9.77502,78.45444,335.49,0.53,0.42,2025-01-04,822,N,VIIRS,n,2.0NRT,303.55,3.17,D,VIIRS_SUOMI_NPP,532,20,Shrubland,COVERED,3389.6039442559595,3.3896039442559593,999684605,way,Sivaganga,Power Plant,Power Plant,HIGHER_RELEVANCE,0,0,0,1,1,3389.6039442559595,3.3896039442559593,999684605,Sivaganga,Power Plant,0,0,0,1,1,6246.581516974982
11.28849,78.96098,339.65,0.4,0.44,2025-01-04,822,N,VIIRS,n,2.0NRT,301.5,3.6,D,VIIRS_SUOMI_NPP,533,40,Cropland,COVERED,228.1511378943593,0.22815113789435928,1000546384,way,,Mining,Mining & Quarry,HIGHER_RELEVANCE,1,1,1,1,1,228.1511378943593,0.22815113789435928,1000546384,,Mining & Quarry,1,1,1,1,1,7602.126330881203
11.1349,77.34515,334.05,0.48,0.4,2025-01-04,822,N,VIIRS,n,2.0NRT,305.42,2.8,D,VIIRS_SUOMI_NPP,534,50,Built-up,COVERED,1152.330477960091,1.152330477960091,985084093,way,,Other Industrial,Industrial Area / Zone,GENERAL_CONTEXT,0,0,1,1,1,6161.798234070154,6.161798234070154,10796176160,JR Apparels,Manufacturing & Industrial Works,0,0,0,0,1,1152.330477960091
12.09574,79.49277,330.85,0.44,0.46,2025-01-04,822,N,VIIRS,n,2.0NRT,298.37,2.13,D,VIIRS_SUOMI_NPP,535,40,Cropland,COVERED,4234.509771150438,4.234509771150438,341813941,way,Kanjanur EB,Other Industrial,Substation & Electrical Infrastructure,CAUTION_LOWER_RELEVANCE,0,0,0,1,1,13232.724637626106,13.232724637626106,705173099,Sree Amman Transformer Works,Manufacturing & Industrial Works,0,0,0,0,0,7698.780333169153
12.04727,78.13994,336.15,0.54,0.42,2025-01-04,822,N,VIIRS,n,2.0NRT,300.9,4.0,D,VIIRS_SUOMI_NPP,536,40,Cropland,COVERED,3534.4943193134627,3.534494319313463,1536206840,way,HPCL Dharmapuri Terminal,Chemical,"Oil, Gas & Chemical",HIGHER_RELEVANCE,0,0,0,1,1,3534.4943193134627,3.534494319313463,1536206840,HPCL Dharmapuri Terminal,"Oil, Gas & Chemical",0,0,0,1,1,6967.610638944907
